Kode,Kategori,Jumlah Penjual,Rating,Jumlah Review,Harga
KFB06ZYZ1TKK,Gift Cards,1 penjual,4.8,,IDR 718962.5
KFB08SLZ712T,Toys & Games,1 penjual,4.7,"3,001",
KFB07TWFVDWT,Electronics,37 yg jual,4.6,"95,064",
KFB08F4YT84C,,2 penjual,4.2,439,IDR 704439.4575
KFB07YQMVKY6,Toys & Games,,4.6,277,IDR 57373.207500000004
KFB083GQD7FB,,1 penjual,4.3,175,IDR 114890.2075
KF1791392792,Books,1 Penjual,4.6,"23,858",
KFB08ZNJBQKQ,Video Games,25 Penjual,4.7,,IDR 920272.0
KFB07RLWTXKG,Video Games,1 Penjual,3.8,"1,577",
KFB089DDXV1W,,4 Penjual,4.5,"5,522",675680.9575 Rupiah
KFB07RRDR4PQ,Camera & Photo,5 penjual,4.5,,459992.20749999996 rupiah
KF1601429649,,1 yg jual,4.7,"15,626",138472.17750000002
KFB07P6MZPK3,Toys & Games,9 Penjual,4.9,,143648.7075 Rupiah
KFB08JPHW2MZ,,1 penjual,4.6,"26,316",IDR 196708.13999999998
KFB079QHML21,,1 penjual,4.7,"640,721",575026.2075 Rupiah
KFB07DK13HKX,Video Games,53 penjual,,"5,875",690060.2075 Rupiah
KFB07WJS3QDX,,1 penjual,4.7,"83,773",IDR 2012951.2075
KFB016PARZEC,Gift Cards,,4.9,"3,490",718962.5 rupiah
KFB07YQMVKY6,Toys & Games,45 penjual,4.6,277,
KFB08F3BV69X,Gift Cards,1 penjual,4.8,,359481.25
KFB08MW92TWD,Gift Cards,,4.4,"1,389",IDR 359481.25
KFB08KRKY9BQ,,1 penjual,4.7,"25,259",71752.4575
KFB079QHML21,Electronics,1 penjual,,"640,721",575026.2075
KFB0874YZVWK,Electronics,1 penjual,4.6,"10,691",
KFB01BX4G6FY,Toys & Games,19 Penjual,,"14,866",IDR 318931.765
KFB083Q4V52T,"Clothing, Shoes & Jewelry",,4.0,"12,850",IDR 273061.95749999996
KFB07RMC5BRL,Video Games,41 yg jual,,"15,971",IDR 575026.2075
KFB01LZNGPY3,Video Games,1 penjual,4.7,,71896.25
KFB08MTCWBR9,Camera & Photo,2 Penjual,4.4,,503129.9575 Rupiah
KFB094H9X2VV,Toys & Games,1 yg jual,,"6,156",172407.2075 Rupiah
KFB089NLB7BH,"Clothing, Shoes & Jewelry",1 penjual,,"12,655",114890.2075 Rupiah
KF1484707230,Books,1 penjual,4.9,,IDR 301964.25
KFB08PV15RGG,,2 yg jual,4.4,"5,629",503129.9575
KFB08KY684PB,Electronics,1 penjual,4.4,"4,207",
KFB07VTK654B,Electronics,1 penjual,4.0,"116,633",
KF593193318,,1 Penjual,4.9,250,152132.465
KFB01N5TMK8I,Gift Cards,,4.8,"20,874",790139.7875000001 rupiah
KFB07Q1GHB5X,Camera & Photo,3 Penjual,,"11,314",357611.9475
KFB085NRF1FR,"Clothing, Shoes & Jewelry",1 yg jual,,"7,571",IDR 158027.9575
KFB07RX6FBFR,Video Games,1 yg jual,,"70,218",359481.25 Rupiah
KFB07FZ8S74R,Electronics,1 Penjual,4.7,,503129.9575 rupiah
KFB0916TKFF2,Electronics,9 penjual,,727,IDR 416998.25
KFB07PM2NBGT,Camera & Photo,5 yg jual,4.1,,IDR 718818.7075
KFB07B6NP36Q,,1 penjual,4.3,"17,833",IDR 201021.915
KF316420085,Books,1 penjual,4.6,,250198.94999999998 Rupiah
KFB07HJD9FVV,Gift Cards,1 Penjual,,"8,756",2975785.7874999996 Rupiah
KFB07KGVB6D6,Electronics,1 yg jual,4.6,,1725366.2075
KF807014273,Books,1 yg jual,4.7,,172407.2075 rupiah
KFB08JB4LZ19,,2 Penjual,4.2,"1,116",1279609.4575
KF1601429649,Books,1 Penjual,,"15,626",138472.17750000002 Rupiah
KFB07MVZZV3G,Electronics,,4.8,"39,828",373716.70749999996 rupiah
KFB07R29C46G,,1 penjual,4.7,"20,014",IDR 182760.26750000002
KFB07J54KYP1,Gift Cards,,4.8,"721,690",718962.5 rupiah
KFB07XJ8C8F5,Electronics,1 penjual,,"267,821",646922.4575 rupiah
KFB07DWYJMGQ,"Clothing, Shoes & Jewelry",1 penjual,4.3,"12,639",
KFB07KL1WLG6,"Clothing, Shoes & Jewelry",3 Penjual,,"59,521",157884.165 Rupiah
KFB07TS96J7Q,Toys & Games,2 Penjual,4.7,"12,902",
KFB01K8RL9C2,Gift Cards,,4.9,"7,493",287585.0 Rupiah
KF1501110365,Books,1 yg jual,,"18,508",175426.84999999998
KF62976583,,1 penjual,4.9,"79,114",198433.65000000002
KFB00GFIV5YQ,,2 penjual,4.6,"5,413",134733.57249999998 rupiah
KFB08KY684PB,Electronics,,4.4,"4,207",IDR 244303.4575
KFB01BX4G6FY,,19 penjual,4.8,"14,866",IDR 318931.765
KFB01FIS7AU6,Gift Cards,1 Penjual,,"91,384",718962.5 rupiah
KFB08ZKYS7XT,Gift Cards,1 yg jual,4.8,,718962.5
KFB07TC8J6HK,Video Games,11 penjual,4.4,"16,558",
KFB08TC5RGSX,Camera & Photo,,3.6,96,431233.70749999996 rupiah
KFB07KPSLPRW,Camera & Photo,3 penjual,,"10,530",388095.95749999996 rupiah
KF1501161938,,1 yg jual,4.6,"19,083",135452.535
KFB07TMNH4N1,Gift Cards,1 penjual,4.8,"91,384",
KFB004RMK57U,,1 Penjual,4.8,"15,144",IDR 359337.45749999996
KFB019592A6I,,20 Penjual,4.8,"20,349",IDR 165073.79
KFB000HTILV4,"Clothing, Shoes & Jewelry",2 yg jual,,"58,537",IDR 416566.8725
KFB07GBZ4Q68,,33 penjual,4.7,"19,793",546267.7075 rupiah
KFB08FC5L3RG,Video Games,,4.9,"19,869",IDR 172551.0
KFB07VLXKZ33,,5 penjual,4.8,"8,360",990155.155
KFB07FKR6KXF,Electronics,1 Penjual,4.4,"193,908",
KFB004LLIKVU,Gift Cards,1 penjual,,"721,690",IDR 718962.5
KFB082KWD94W,Camera & Photo,7 yg jual,4.3,,1437781.2075 rupiah
KFB07DJY81FP,,59 yg jual,4.8,"19,902",718099.745 rupiah
KFB00BWDH368,Gift Cards,1 Penjual,4.8,,718962.5 rupiah
KFB07H8WS1FT,Electronics,,4.6,"181,205",1437781.2075 Rupiah
KFB082WW1SWW,,7 Penjual,4.2,"4,429",316199.70749999996
KF140280197,Books,,4.7,"26,162",215544.9575 rupiah
KFB082KWD94W,Camera & Photo,7 penjual,,"2,246",1437781.2075 Rupiah
KFB07TMNH4N1,Gift Cards,,4.8,"91,384",718962.5 rupiah
KFB001MY20X8,Toys & Games,4 yg jual,4.7,"11,833",
KF1982160136,Books,77 Penjual,3.8,655,
KFB07FZ8S74R,,1 Penjual,4.7,"854,114",IDR 503129.9575
KFB08B3GH4K4,"Clothing, Shoes & Jewelry",1 yg jual,4.0,,IDR 229924.2075
KFB08T7FQ9P1,Camera & Photo,1 penjual,3.3,272,
KFB085TC9N3K,Electronics,2 penjual,,"4,044",201165.7075 rupiah
KFB086FJV9H7,Gift Cards,1 penjual,4.8,,718962.5 rupiah
KFB07GFQ5B44,Gift Cards,,4.7,"2,940",2975785.7874999996 rupiah
KFB07FN2DPK9,"Clothing, Shoes & Jewelry",1 Penjual,4.8,,IDR 244303.4575
KFB07CLMP15H,Gift Cards,1 penjual,4.8,,IDR 718962.5
KFB00000DMF5,Toys & Games,25 Penjual,,"22,001",IDR 186786.4575
KFB08FC5TTBF,Video Games,21 Penjual,,"3,470",718099.745 Rupiah
KFB004DNVP8G,"Clothing, Shoes & Jewelry",2 Penjual,,"44,546",172694.7925 Rupiah
KFB07GB2T125,Camera & Photo,5 penjual,,"3,841",574882.4149999999
KFB06ZY44YG4,Gift Cards,1 yg jual,,"7,247",IDR 718962.5
KFB010KYDNDG,Video Games,1 penjual,4.7,"26,641",
KFB01CW4AZDS,Camera & Photo,2 penjual,4.3,"1,648",
KFB017SD8RWO,,3 yg jual,4.1,"22,775",488750.7075 rupiah
KFB07P6MZPK3,,9 Penjual,4.9,"31,390",143648.7075 rupiah
KFB07D25RSWX,,7 Penjual,4.8,"35,734",IDR 273061.95749999996
KFB07PM2NBGT,Camera & Photo,5 yg jual,4.1,"12,342",
KFB07SG15148,Video Games,50 Penjual,4.8,,718099.745
KFB071JDWV4R,"Clothing, Shoes & Jewelry",5 penjual,4.6,,143648.7075 Rupiah
KFB00YXO5U40,Video Games,10 penjual,4.4,"32,015",
KFB07Z5BRRF7,Toys & Games,1 yg jual,4.4,"3,023",
KFB0836WRWFY,,6 Penjual,4.5,"18,023",287441.20749999996
KFB07D25RSWX,Electronics,7 penjual,,"35,734",273061.95749999996 Rupiah
KF1250178606,Books,1 penjual,4.5,"58,947",
KFB08H9M7LDY,,51 penjual,4.9,"16,236",819617.25
KFB0848Q5PWZ,,1 yg jual,4.6,"29,734",359337.45749999996 Rupiah
KFB0916TKFF2,Electronics,9 Penjual,4.7,727,
KFB08GLWV2BM,Gift Cards,1 Penjual,4.8,,718962.5 Rupiah
KFB08CXM6QNM,Camera & Photo,8 yg jual,4.3,"4,800",
KFB08F7PTF53,Video Games,,4.8,"49,200",4299395.75 rupiah
KFB08FHS3W9X,Camera & Photo,2 yg jual,,"3,534",718818.7075 rupiah
KFB08BX7FV5L,,1 penjual,4.5,"1,228",2156743.7075 rupiah
KFB08G9J44ZN,Video Games,172 penjual,4.7,"4,170",
KFB07DC2GRJ7,"Clothing, Shoes & Jewelry",1 penjual,4.6,"10,610",
KFB00EB4ADQW,Electronics,32 yg jual,4.8,,190093.685 Rupiah
KFB0796JVBJ8,Toys & Games,4 yg jual,4.8,"8,734",
KFB00B73JOC4,Camera & Photo,3 yg jual,4.7,"3,080",
KFB07GTDRNKD,Toys & Games,,4.8,"24,685",128981.87250000001 rupiah
KFB00000DMF5,Toys & Games,25 yg jual,4.6,,IDR 186786.4575
KFB007YCMCIA,Toys & Games,,4.6,"15,871",143648.7075 Rupiah
KFB08J158TVV,Camera & Photo,3 penjual,,"1,076",IDR 690060.2075
KF1623158281,,1 penjual,4.8,"16,853",IDR 137897.0075
KFB07KPSLPRW,Camera & Photo,3 Penjual,4.0,"10,530",
KFB08L9D5P1B,,4 penjual,4.6,490,273061.95749999996 rupiah
KFB071JDWV4R,"Clothing, Shoes & Jewelry",,4.6,"64,972",143648.7075 rupiah
KFB07C6C1SN3,Gift Cards,,4.8,"721,690",IDR 718962.5
KFB019592A6I,Toys & Games,20 Penjual,4.8,"20,349",
KFB0812LQ8GW,Toys & Games,6 yg jual,3.8,,1614789.775 rupiah
KFB07GF4JCDY,Camera & Photo,8 Penjual,4.7,"14,042",
KFB07MP6B4Y5,Gift Cards,1 penjual,4.8,,IDR 718962.5
KFB0885Y3J97,"Clothing, Shoes & Jewelry",,4.3,"8,231",402475.20749999996
KFB08JB4LZ19,,2 penjual,4.2,"1,116",IDR 1279609.4575
KFB092RXFP4F,Camera & Photo,,4.7,212,660438.9525 Rupiah
KFB07FN2DPK9,"Clothing, Shoes & Jewelry",1 yg jual,,"4,860",244303.4575 rupiah
KFB08J65DST5,,6 Penjual,4.9,"44,087",IDR 4299395.75
KFB086VSVBBY,Video Games,,4.4,"15,971",517509.2075
KFB06XWXTWXT,Gift Cards,1 yg jual,4.8,"721,690",
KFB07WYVVM9G,Gift Cards,1 penjual,4.8,,718962.5 rupiah
KFB06ZY43PDR,Gift Cards,,4.9,"26,102",IDR 718962.5
KFB01JQSONCC,Gift Cards,,4.9,"50,571",IDR 287585.0
KFB07WYVVM9G,,1 penjual,4.8,"721,690",718962.5
KFB094Q23VHC,Gift Cards,1 penjual,4.8,,718962.5 rupiah
KFB086DL32R3,,1 penjual,4.4,"54,100",2588121.2075 Rupiah
KFB06ZYZ1TKK,Gift Cards,1 yg jual,4.8,,IDR 718962.5
KFB08SLZ712T,Toys & Games,1 yg jual,,"3,001",158027.9575 Rupiah
KFB0719SF8JT,"Clothing, Shoes & Jewelry",2 penjual,4.6,,297650.475 rupiah
KFB004RMK57U,Video Games,1 yg jual,4.8,,359337.45749999996
KFB0749FWLTP,"Clothing, Shoes & Jewelry",1 Penjual,4.4,,124811.89
KF140280197,Books,1 penjual,,"26,162",IDR 215544.9575
KFB097ZZCJFX,Toys & Games,,4.5,"5,667",42418.787500000006
KFB00BTX5926,Toys & Games,7 yg jual,4.7,"38,290",
KFB009CAPYR8,Toys & Games,2 yg jual,,"14,213",301820.45749999996 Rupiah
KFB08F3C99KN,Gift Cards,1 penjual,4.8,"22,185",
KFB079VSQWRP,,9 Penjual,4.5,"59,980",129413.25
KFB07RNNFLNT,Gift Cards,,4.8,"721,689",718962.5 Rupiah
KFB08BX7FV5L,Electronics,,4.5,"1,228",2156743.7075
KFB07LF27WBQ,"Clothing, Shoes & Jewelry",1 Penjual,4.3,"53,435",
KFB07P76HM3B,Gift Cards,1 yg jual,4.8,,IDR 718962.5
KF374300216,Books,1 penjual,4.8,"49,824",
KFB078VVLQ6J,Toys & Games,,4.9,"10,955",1006403.7074999999
KFB072F9T6VX,Gift Cards,1 yg jual,4.9,,287585.0 Rupiah
KFB01BX4G6FY,Toys & Games,19 Penjual,4.8,,318931.765 Rupiah
KFB086V5H1YQ,Camera & Photo,,4.5,"6,646",761956.4575 Rupiah
KFB07X4BCRHB,,1 Penjual,4.5,"6,808",IDR 1006403.7074999999
KFB08B186P6J,"Clothing, Shoes & Jewelry",,4.5,"8,719",316199.70749999996
KFB01IXYY172,Toys & Games,,4.7,"2,918",186786.4575 rupiah
KFB01N3ASPNV,Video Games,,4.8,"87,346",86131.7075 rupiah
KFB01CDCG4KM,Video Games,2 yg jual,4.6,,287441.20749999996
KFB08ZKWS7CK,Gift Cards,,4.8,"91,384",718962.5 rupiah
KFB01171X0UW,,17 penjual,4.5,"39,606",474371.4575 Rupiah
KF316420085,Books,1 penjual,,"4,741",250198.94999999998
KFB07YQL38L7,Gift Cards,,4.8,"721,690",718962.5 rupiah
KFB019592A6I,,20 Penjual,4.8,"20,349",165073.79
KFB06XWNQGD4,"Clothing, Shoes & Jewelry",2 penjual,,"19,038",228630.075
KFB0078EPRVS,Gift Cards,1 yg jual,,"7,128",718962.5
KFB004LLIKVU,Gift Cards,1 penjual,,"721,690",718962.5 Rupiah
KFB091N43KTX,,1 penjual,4.7,"267,821",718818.7075 Rupiah
KFB07LF27WBQ,"Clothing, Shoes & Jewelry",,4.3,"53,435",287441.20749999996 Rupiah
KFB0756BXDTX,Camera & Photo,5 penjual,,"12,309",517509.2075 rupiah
KF807014273,,1 Penjual,4.7,"34,571",IDR 172407.2075
KFB06XYYS12C,"Clothing, Shoes & Jewelry",1 Penjual,4.5,,IDR 316199.70749999996
KFB08PFDP55G,Camera & Photo,,4.6,241,IDR 431233.70749999996
KFB01FZ3BR5S,,5 Penjual,4.5,432,201165.7075 rupiah
KFB08XN821N5,Toys & Games,1 penjual,4.8,"18,647",
KFB07J224T84,,5 yg jual,4.2,"2,622",IDR 1006403.7074999999
KFB07FSDTB22,,3 Penjual,4.6,"43,986",IDR 210368.42750000002
KFB07P76HM3B,Gift Cards,1 penjual,,"91,384",718962.5 rupiah
KFB07MB4HN9X,Gift Cards,1 penjual,,"721,690",718962.5
KF525559477,Books,,4.4,"87,929",191100.23249999998
KFB08J65DST5,Electronics,6 Penjual,,"44,087",4299395.75
KF1984806734,Books,1 Penjual,,"12,295",105831.28
KF593137310,Books,1 penjual,4.8,"6,176",
KFB08V4NP5LT,Camera & Photo,1 Penjual,4.7,,790714.9575 rupiah
KFB08TVWR4C6,Toys & Games,,4.7,"1,022",143648.7075
KFB07WDDT3G5,Electronics,1 penjual,4.7,"83,773",
KFB08KRKY9BQ,Toys & Games,,4.7,"25,259",71752.4575 Rupiah
KF1984806750,,1 penjual,4.4,"4,596",143792.5
KFB088CK6GP1,Video Games,7 Penjual,5.0,,718099.745 Rupiah
KFB088CK6GP1,Video Games,7 yg jual,5.0,1,
KFB071FXZBMV,Electronics,,4.5,"33,856",114746.41500000001
KFB08L9D5P1B,Video Games,4 penjual,,490,273061.95749999996 Rupiah
KFB017V6YVDC,Video Games,1 yg jual,4.7,,143648.7075
KFB00000IZJB,Toys & Games,56 Penjual,4.8,"22,385",
KFB071WNWHZ7,Video Games,1 Penjual,,"41,676",201165.7075 Rupiah
KF920668372,Books,1 Penjual,4.9,,71896.25 rupiah
KFB07VPFWNNZ,"Clothing, Shoes & Jewelry",1 penjual,,"10,400",100510.9575 rupiah
KFB092RXFP4F,Camera & Photo,1 penjual,4.7,212,
KFB08DLKPP6Y,Camera & Photo,4 penjual,,"4,245",373716.70749999996 rupiah
KFB07MWPMZXN,,85 Penjual,4.7,"17,061",166655.5075 rupiah
KFB07BMLS2BT,Toys & Games,1 yg jual,4.6,,IDR 215688.75
KFB07978J597,Electronics,1 Penjual,4.6,"36,144",
KFB07X1YLC2L,Camera & Photo,7 yg jual,,"2,193",416854.45749999996 rupiah
KFB00AR51Y5I,Gift Cards,,4.9,"22,665",359481.25 rupiah
KFB08XW4QX52,"Clothing, Shoes & Jewelry",1 yg jual,4.6,,273061.95749999996 Rupiah
KFB07X1HK6GC,Gift Cards,,4.8,"721,690",718962.5 Rupiah
KF1484707230,Books,,4.9,"23,193",301964.25 Rupiah
KF593139135,,1 Penjual,4.7,"40,324",243728.28749999998
KFB08PBS4M26,Video Games,2 yg jual,4.8,,316199.70749999996 Rupiah
KFB077T9WSSN,Gift Cards,,4.9,"74,543",IDR 143792.5
KFB00000IVAK,Toys & Games,56 penjual,4.9,,176720.98249999998 rupiah
KFB08ZN7QCRP,,1 yg jual,4.4,"54,100",6686063.665 Rupiah
KFB08Z78WMGS,Camera & Photo,,4.4,22,575026.2075 rupiah
KFB082WW1SWW,Camera & Photo,7 Penjual,4.2,"4,429",
KFB08F3CVP38,Camera & Photo,,4.3,874,IDR 1150196.2075
KF593139135,Books,1 yg jual,4.7,,243728.28749999998 Rupiah
KFB007DW6F34,Toys & Games,10 penjual,4.6,"8,795",
KFB07X4BCRHB,Camera & Photo,1 penjual,4.5,,IDR 1006403.7074999999
KF1484707230,Books,,4.9,"23,193",301964.25
KFB01BCNZJ54,Video Games,4 Penjual,4.6,,215544.9575 Rupiah
KFB004VSTQ2A,,1 yg jual,4.7,"67,134",359337.45749999996
KFB01CW49AGG,Camera & Photo,,4.3,"7,662",575026.2075 rupiah
KFB01171X0UW,Electronics,17 Penjual,4.5,,474371.4575 rupiah
KFB07PS737QQ,Electronics,1 penjual,4.6,,1869158.7075
KFB016MAK38U,Video Games,,4.4,"25,909",431233.70749999996 Rupiah
KFB094Q23VHC,Gift Cards,1 Penjual,4.8,"721,690",
KFB075XLWML4,,67 yg jual,4.7,"85,934",560790.75
KFB07TGNFVWV,Video Games,1 penjual,,"15,661",431233.70749999996 rupiah
KFB00ABA0ZOA,Toys & Games,83 penjual,,"51,496",IDR 122079.8325
KFB07W6PXRR8,,4 Penjual,4.4,"3,013",2300536.2075 rupiah
KF316540714,Books,1 Penjual,4.7,,258826.5 rupiah
KFB07B8XTS3Z,Camera & Photo,2 penjual,4.4,,IDR 1768503.9575
KFB00Z0UWV98,Video Games,10 penjual,4.6,"8,661",
KFB000KI111Y,Toys & Games,34 penjual,4.7,,790714.9575 rupiah
KFB0721MB4L6,Toys & Games,9 penjual,,"10,521",283271.225 Rupiah
KFB082WW1SWW,Camera & Photo,7 Penjual,4.2,"4,429",
KFB07F7T8J9P,Video Games,,4.7,"26,056",IDR 377311.51999999996
KF761187480,Books,1 penjual,4.8,"19,747",
KFB01M1NWI42,Gift Cards,1 penjual,,"721,690",IDR 718962.5
KFB00PYLU3GG,Toys & Games,6 yg jual,4.6,,IDR 374867.0475
KFB08R8BGDM5,Camera & Photo,1 penjual,4.1,179,
KF1501110365,Books,1 Penjual,,"18,508",175426.84999999998 Rupiah
KFB07ZDX292M,Gift Cards,1 yg jual,4.8,"9,182",
KFB08R5LZYDW,Camera & Photo,1 yg jual,3.3,39,
KFB07MYYV9K1,Camera & Photo,,4.4,"3,218",229924.2075 Rupiah
KFB08DHDS4T3,Electronics,14 penjual,4.7,"9,587",
KFB079RKX5ZL,Electronics,12 penjual,4.8,,186786.4575 rupiah
KFB004RMK57U,Video Games,,4.8,"15,144",IDR 359337.45749999996
KFB07Y29TRQY,Toys & Games,,4.3,"9,461",819473.4575
KF159285849X,Books,1 yg jual,4.7,"21,552",
KFB00AKSCZ2S,"Clothing, Shoes & Jewelry",,4.4,"33,644",172551.0
KFB07WVFCVJN,,27 Penjual,4.8,"114,267",409521.04
KFB07FCJNX46,Camera & Photo,2 penjual,,935,1150196.2075 Rupiah
KFB00BWDH368,Gift Cards,1 yg jual,4.8,,718962.5
KFB08SQGYHJ7,Camera & Photo,,4.4,492,IDR 675680.9575
KFB084DCJKSL,Electronics,1 Penjual,,314,1869158.7075 Rupiah
KFB07PF1Y28C,Electronics,1 yg jual,4.7,,1150196.2075 Rupiah
KFB00006RVTS,,34 yg jual,4.7,"1,030",77504.1575
KFB01N16VX79,Toys & Games,5 yg jual,4.7,,244303.4575 rupiah
KFB07YB8HZ8T,Camera & Photo,5 Penjual,,"3,003",575026.2075
KFB08B186P6J,"Clothing, Shoes & Jewelry",,4.5,"8,719",316199.70749999996 Rupiah
KFB07DWYJMGQ,"Clothing, Shoes & Jewelry",1 Penjual,4.3,,201165.7075 rupiah
KFB07MVZZV3G,Electronics,7 yg jual,4.8,"39,828",
KFB093KXBQL4,Toys & Games,,4.6,"25,201",143648.7075 rupiah
KFB086CBQD2M,Toys & Games,5 yg jual,4.8,"1,824",
KFB07XV4NHHN,,214 penjual,4.8,"22,209",690204.0 rupiah
KFB016MAK38U,Video Games,19 yg jual,4.4,,IDR 431233.70749999996
KFB015IY34FA,,19 yg jual,4.8,"38,743",IDR 533326.3825000001
KFB08F6DWKQP,Electronics,1 yg jual,4.5,,IDR 2588121.2075
KFB01FIS7AU6,Gift Cards,1 yg jual,4.8,,718962.5 Rupiah
KFB08J61NFNR,Electronics,,4.9,"44,087",5679803.75 Rupiah
KFB00000IV35,Toys & Games,54 penjual,,"15,592",129269.4575 Rupiah
KFB0836WRWFY,Toys & Games,,4.5,"18,023",287441.20749999996
KFB06XV1LW52,Toys & Games,32 Penjual,,"6,247",89007.55750000001 Rupiah
KFB00000IV35,Toys & Games,54 penjual,4.9,"15,592",
KF62457802,Books,1 penjual,4.7,,120354.3225
KFB08Z78WMGS,Camera & Photo,2 Penjual,4.4,22,
KF1611806860,Books,,5.0,3,193976.0825 Rupiah
KFB071FLSWBS,Toys & Games,6 Penjual,4.6,,IDR 99073.0325
KFB07VTK654B,Electronics,1 Penjual,,"116,633",718818.7075
KFB07X4BCRHB,,1 yg jual,4.5,"6,808",1006403.7074999999 rupiah
KFB083VRT815,Toys & Games,,4.5,"5,953",431233.70749999996 rupiah
KFB086FJV9H7,Gift Cards,1 penjual,4.8,"91,384",
KFB01C9MW6MQ,Gift Cards,,4.9,"62,352",IDR 359481.25
KFB07FT8XLFS,"Clothing, Shoes & Jewelry",1 Penjual,4.4,"13,828",
KFB07F981R8M,,15 penjual,4.6,"55,688",IDR 2444472.5
KF1623158281,Books,,4.8,"16,853",137897.0075
KFB089NLB7BH,"Clothing, Shoes & Jewelry",1 penjual,4.4,"12,655",
KF316540714,Books,,4.7,"2,841",258826.5 rupiah
KF528023780,Books,1 yg jual,4.7,514,
KFB07MP6B4Y5,Gift Cards,1 Penjual,4.8,"721,690",
KFB08F2NKCTZ,"Clothing, Shoes & Jewelry",,4.7,"49,613",IDR 215401.165
KFB018HB2QFU,Toys & Games,16 yg jual,,"28,041",IDR 158027.9575
KFB086DKMSSM,Electronics,1 yg jual,4.4,,IDR 1293988.7075
KFB08F58MXQG,Electronics,1 penjual,4.8,,287441.20749999996 Rupiah
KFB01LZNGPY3,,1 Penjual,4.7,"67,727",71896.25 Rupiah
KFB085KTQKNC,Toys & Games,27 Penjual,4.8,,181178.55
KFB07RTN4C77,Gift Cards,,4.7,"6,803",359481.25 rupiah
KFB01C9MW8Z6,Gift Cards,,4.9,"37,588",359481.25 Rupiah
KFB01I21GQH4,"Clothing, Shoes & Jewelry",23 yg jual,,"20,837",99216.82500000001 Rupiah
KF735211299,Books,1 Penjual,,"46,062",172263.415 Rupiah
KFB07WYVVY2Z,,1 penjual,4.8,"91,384",IDR 718962.5
KFB07X1YLC2L,,7 yg jual,3.9,"2,193",416854.45749999996
KF1984806734,Books,1 penjual,4.4,,105831.28 Rupiah
KFB09138R2XM,Toys & Games,1 penjual,,"2,437",273061.95749999996 Rupiah
KF735211299,Books,1 yg jual,4.8,"46,062",
KFB00TS733CS,"Clothing, Shoes & Jewelry",2 Penjual,4.8,"23,152",
KFB01JQSONCC,,1 Penjual,4.9,"50,571",287585.0 Rupiah
KFB08KY684PB,Electronics,1 penjual,4.4,"4,207",
KFB08CVPYCPR,Camera & Photo,,4.2,"1,578",761956.4575
KFB08CVSNRRG,Toys & Games,3 penjual,4.6,"1,568",
KFB08T7FQ9P1,Camera & Photo,1 Penjual,3.3,,431233.70749999996 Rupiah
KFB00000IV35,Toys & Games,54 penjual,4.9,,129269.4575
KFB0888P5DWX,"Clothing, Shoes & Jewelry",3 Penjual,4.8,"70,500",
KFB0756BXDTX,Camera & Photo,5 yg jual,4.4,,517509.2075 rupiah
KFB07DJY81FP,Video Games,59 Penjual,4.8,"19,902",
KFB07X1QPRYQ,"Clothing, Shoes & Jewelry",4 yg jual,,22,429939.57499999995 Rupiah
KF528023780,,1 yg jual,4.7,514,IDR 216407.71250000002
KFB07LFWD71T,Camera & Photo,4 penjual,4.4,"2,939",
KFB00AKSCZ2S,"Clothing, Shoes & Jewelry",4 Penjual,,"33,644",172551.0 rupiah
KFB08KHCR1YF,Camera & Photo,5 Penjual,4.5,,IDR 661445.5
KFB000HTILV4,"Clothing, Shoes & Jewelry",2 penjual,4.6,,IDR 416566.8725
KFB085H738HS,"Clothing, Shoes & Jewelry",1 yg jual,4.7,,186642.665
KFB07TNQSH4J,,1 Penjual,4.8,"91,384",IDR 718962.5
KFB08H9M7LDY,Video Games,51 penjual,4.9,,819617.25 rupiah
KFB086KXKXKW,"Clothing, Shoes & Jewelry",10 penjual,,"29,802",243728.28749999998 rupiah
KFB072F9T6VX,Gift Cards,1 Penjual,,"50,571",287585.0 Rupiah
KFB085H738HS,"Clothing, Shoes & Jewelry",1 Penjual,4.7,,IDR 186642.665
KFB01DGIKD68,,4 Penjual,4.8,"19,783",343376.49 rupiah
KF1483815854,Books,1 Penjual,4.6,"3,271",
KFB07RQSTQR9,"Clothing, Shoes & Jewelry",,4.1,"8,269",143648.7075
KFB07TNQSH4J,,1 Penjual,4.8,"91,384",IDR 718962.5
KFB082KWD94W,Camera & Photo,7 yg jual,,"2,246",IDR 1437781.2075
KFB083VRT815,Toys & Games,4 penjual,4.5,"5,953",
KFB08F7PTF54,Video Games,,4.8,"49,200",5737320.75 Rupiah
KF1984801252,Books,,4.6,"50,802",201021.915
KFB08CVSNRRG,,3 Penjual,4.6,"1,568",129269.4575 Rupiah
KFB087RKKXM5,,2 Penjual,4.8,"11,084",273061.95749999996 Rupiah
KFB072M34RQC,Electronics,25 yg jual,4.7,,1797262.4575 Rupiah
KFB08XN821N5,Toys & Games,1 penjual,,"18,647",143504.915 Rupiah
KFB0866RXCBJ,Gift Cards,1 Penjual,4.9,,IDR 359481.25
KFB07X3LSNMQ,Gift Cards,1 yg jual,4.8,"91,384",
KFB07TMNH4N1,Gift Cards,1 penjual,,"91,384",718962.5 rupiah
KFB00PKNO7LK,Toys & Games,9 penjual,4.6,"21,781",
KFB01H6GUCCQ,Video Games,,4.4,"66,853",IDR 287441.20749999996
KFB08V5HLHN3,Camera & Photo,,4.7,965,862611.2075
